Administrative;Administrative_Duration;Informational;Informational_Duration;ProductRelated;ProductRelated_Duration;BounceRates;ExitRates;PageValues;SpecialDay;Month;OperatingSystems;Browser;Region;TrafficType;VisitorType;Weekend;Revenue
0;0;0;0;8;5.633.333.333;0;0.0125;0;1;May;2;2;1;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;24;4.852.839.744;0.004938272;0.039283154;0;1;May;2;2;2;4;Returning_Visitor;TRUE;FALSE
10;3.414.285.714;0;0;78;2.588.077.268;0.008333333;0.012068881;2.554.071.429;0;May;3;2;2;6;Returning_Visitor;TRUE;FALSE
0;0;0;0;8;8.283.333.333;0;0.00625;0;0;May;1;1;1;4;Returning_Visitor;TRUE;FALSE
7;195.875;2;0;68;1.725.870.671;0.0032;0.018348148;1.616.701.333;0;May;2;2;6;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;27;359;0;0.020512821;0;0;May;1;1;7;2;Returning_Visitor;TRUE;FALSE
4;204.5;0;0;12;159;0;0.026666667;0;0;May;1;1;4;2;New_Visitor;TRUE;FALSE
0;0;0;0;24;6.761.666.667;0;0.008333333;2.705.833.333;0;May;2;2;6;4;Returning_Visitor;TRUE;TRUE
1;255;0;0;35;1178;0.035294118;0.064705882;0;1;May;3;2;3;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;24;530;0;0.01;0;0;May;2;6;3;4;Returning_Visitor;TRUE;FALSE
11;336.5;0;0;40;1.239.949.603;0.025;0.026035354;61.287.875;0;May;2;2;5;3;Returning_Visitor;TRUE;TRUE
1;63;0;0;9;265.25;0;0.004;0;0;May;1;1;4;2;Returning_Visitor;TRUE;FALSE
15;168.429.198;2;10;98;2.806.829.918;0.01314475;0.039029125;0.546128304;0;May;2;2;3;2;Returning_Visitor;TRUE;FALSE
2;5;0;0;3;32;0;0.066666667;0;1;May;2;2;2;5;Returning_Visitor;TRUE;FALSE
7;4.416.666.667;0;0;108;2.973.125;0.005309735;0.020993117;0.201663717;1;May;2;2;3;4;Returning_Visitor;TRUE;FALSE
6;65;2;243;19;6.816.190.476;0;0.011794872;2.829.538.462;1;May;2;2;1;2;Returning_Visitor;TRUE;TRUE
0;0;0;0;5;71;0;0.04;0;0;May;4;1;1;2;Returning_Visitor;TRUE;FALSE
7;1.603.333.333;0;0;31;5.905.166.667;0.005208333;0.009657738;0;0;May;1;1;1;4;Returning_Visitor;TRUE;FALSE
1;0;0;0;23;975.75;0;0.05030303;16.197;0;May;2;2;6;6;Returning_Visitor;TRUE;FALSE
0;0;0;0;5;24;0.04;0.12;0;0;May;1;1;1;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;91;2.058.534.091;0.021348315;0.038816034;0;1;May;2;2;3;13;Returning_Visitor;TRUE;FALSE
0;0;0;0;6;56;0.04;0.08;0;0;May;3;2;3;1;Returning_Visitor;TRUE;FALSE
0;0;0;0;24;3.300.833.333;0.0375;0.043055556;0;1;May;1;1;7;4;Returning_Visitor;TRUE;FALSE
1;74;0;0;21;7.448.333.333;0;0.01;0;0;May;2;2;1;2;New_Visitor;TRUE;FALSE
8;1.206.666.667;2;559;44;1.470.333.333;0.016;0.019207792;7.435.866.667;0;May;1;2;1;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;3;105.25;0;0.044444444;0;0;May;3;2;8;4;Returning_Visitor;TRUE;FALSE
4;128.5;0;0;14;273.25;0;0.0125;0;0;May;1;8;4;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;12;152;0;0.002380952;0;1;May;3;2;1;2;Returning_Visitor;TRUE;FALSE
10;7.616.666.667;0;0;17;404;0;0.025757576;0;0;May;1;2;2;11;Returning_Visitor;TRUE;FALSE
4;202;0;0;28;7.149.666.667;0.014666667;0.016973138;0;0;May;1;1;1;4;Returning_Visitor;TRUE;FALSE
7;1.602.307.692;0;0;125;4.313.139.103;0.001736111;0.019623016;1.137.678.683;0;May;2;2;4;6;Returning_Visitor;TRUE;FALSE
0;0;0;0;15;454.75;0.026666667;0.033333333;0;0;May;3;2;3;1;Returning_Visitor;TRUE;FALSE
0;0;3;29;41;1652.75;0.013636364;0.035119048;0;0;May;2;2;4;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;7;239.5;0;0.016666667;0;0;May;3;2;1;6;New_Visitor;TRUE;FALSE
3;73.5;3;171;76;2.208.788.095;0;0.004756098;3.200.304.878;0;May;4;1;7;2;Returning_Visitor;TRUE;FALSE
1;37;0;0;30;1584.3;0;0.01547619;3.356.892.857;0;May;3;2;9;4;Returning_Visitor;TRUE;FALSE
1;8.May;0;0;14;5.438.333.333;0;0.007692308;0;0;May;2;2;3;5;New_Visitor;TRUE;FALSE
16;284.85;0;0;276;4.758.380.638;0.001034483;0.007306262;2.743.209.507;0;May;4;1;3;1;Returning_Visitor;TRUE;TRUE
6;1.089.166.667;0;0;24;5.164.166.667;0;0.013333333;81.816;0;May;2;2;1;5;Returning_Visitor;TRUE;TRUE
0;0;0;0;18;6.896.666.667;0.023529412;0.030392157;0;0;May;2;2;7;6;Returning_Visitor;TRUE;FALSE
1;64;0;0;33;156.417.381;0.00625;0.003506944;1.012.275;0;May;1;1;2;5;Returning_Visitor;TRUE;FALSE
0;0;0;0;14;291.6;0;0.085714286;0;1;May;2;2;1;6;Returning_Visitor;TRUE;FALSE
4;322.5;1;29;78;3.098.992.857;0.007692308;0.022124542;0;0;May;3;2;3;13;Returning_Visitor;TRUE;FALSE
8;1.766.666.667;2;153;27;880.8;0.007291667;0.020192308;854.525;0;May;1;1;2;2;Returning_Visitor;TRUE;TRUE
0;0;0;0;10;466.75;0;0.028571429;0;0;May;3;2;1;4;Returning_Visitor;TRUE;FALSE
1;12.May;0;0;51;7.699.928.571;0;0.004081633;0;0;May;2;2;1;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;3;60;0;0.066666667;0;0;May;2;2;7;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;1;0;0.2;0.2;0;0;May;1;1;7;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;17;3.918.666.667;0;0.029411765;0;1;May;2;2;1;1;Returning_Visitor;TRUE;FALSE
0;0;2;109;23;1.232.733.333;0;0.012820513;5.635.884.615;0;May;4;2;1;19;Returning_Visitor;TRUE;TRUE
1;11;0;0;11;183.5;0;0.018181818;0;0;May;2;2;1;4;New_Visitor;TRUE;FALSE
4;738;0;0;21;6.643.333.333;0;0.015277778;0;0;May;2;2;1;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;1;0;0.2;0.2;0;0;May;1;1;9;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;6;655;0.033333333;0.022222222;0;0;May;1;1;1;3;Returning_Visitor;TRUE;FALSE
9;4.683.666.667;1;88;114;3.772.405.525;0;0.001680672;4.241.914.286;0;May;2;2;2;14;Returning_Visitor;TRUE;TRUE
5;55.5;0;0;4;24.May;0.022222222;0.037037037;0;1;May;3;2;6;3;Returning_Visitor;TRUE;FALSE
3;2.836.666.667;1;17;27;215.472.381;0.036781609;0.047660099;0;0;May;1;2;1;3;Returning_Visitor;TRUE;FALSE
0;0;0;0;3;25;0.066666667;0.133333333;0;1;May;3;2;3;3;Returning_Visitor;TRUE;FALSE
1;109;0;0;9;4.666.666.667;0;0.0125;0;0;May;2;4;1;4;New_Visitor;TRUE;FALSE
0;0;0;0;9;78.25;0.077777778;0.088888889;0;0;May;1;1;3;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;11;1.421.666.667;0.02;0.03;0;0;May;2;2;9;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;22;6.476.666.667;0.009090909;0.026060606;0;1;May;2;2;4;3;Returning_Visitor;TRUE;FALSE
0;0;0;0;18;133;0.038888889;0.072222222;0;0;May;4;1;1;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;15;984;0.015384615;0.007692308;0;0;May;2;5;3;6;Returning_Visitor;TRUE;FALSE
0;0;0;0;2;0;0.2;0.2;0;0;May;2;2;6;1;Returning_Visitor;TRUE;FALSE
3;37.3;4;166;67;387.250.942;0.039495923;0.04474971;2.341.419.718;0;May;3;2;3;2;Returning_Visitor;TRUE;FALSE
4;2.378.333.333;0;0;66;3.268.075.758;0.005882353;0.029549127;0;1;May;2;2;7;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;72;1.353.115.146;0.002857143;0.007277211;0;0;May;2;2;1;4;Returning_Visitor;TRUE;FALSE
10;312;0;0;18;782.5;0;0.002105263;0;0;May;3;2;1;18;Returning_Visitor;TRUE;FALSE
6;299;1;41;36;6.964.027.778;0;0.002631579;0;0;May;2;2;2;4;New_Visitor;TRUE;FALSE
1;0;1;313;6;135.5;0.028571429;0.085714286;0;1;May;2;2;7;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;5;1144;0.12;0.133333333;0;1;May;1;1;4;3;Returning_Visitor;TRUE;FALSE
0;0;0;0;22;892;0;0.00952381;1.051.809.524;0;May;2;2;7;4;Returning_Visitor;TRUE;TRUE
3;71;3;246;39;1.501.333.333;0;0.009756098;0;0;May;3;2;1;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;8;2.113.333.333;0;0.075;0;0;May;2;5;3;2;Returning_Visitor;TRUE;FALSE
8;2.768.666.667;0;0;19;5.488.831.169;0;0.007674572;5.744.057.971;0;May;3;2;1;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;19;1.651.928.571;0.024561404;0.066233766;0;1;May;2;10;1;1;Returning_Visitor;TRUE;FALSE
1;77;1;335;33;3.583.166.667;0.02;0.045170068;1.115.734.286;0;May;2;2;3;11;Returning_Visitor;TRUE;FALSE
0;0;0;0;9;71.75;0;0.055555556;0;1;May;2;4;2;3;Returning_Visitor;TRUE;FALSE
0;0;1;2.May;14;5.925.666.667;0.013333333;0.023333333;0;1;May;3;2;3;3;Returning_Visitor;TRUE;FALSE
5;232.4;0;0;6;190.4;0.042857143;0.061904762;0;0;May;1;1;1;3;Returning_Visitor;TRUE;FALSE
0;0;0;0;9;9.538.333.333;0;0.011428571;9.283.857.143;0;May;3;2;1;5;Returning_Visitor;TRUE;TRUE
3;2.233.333.333;1;0;105;2.900.638.469;0.009433962;0.021263103;0;0;May;2;2;8;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;14;6.551.666.667;0;0.007692308;0;0;May;2;2;7;4;Returning_Visitor;TRUE;FALSE
2;156;1;201;14;1.033.066.667;0.0125;0.012291667;0;0;May;1;1;6;3;Returning_Visitor;TRUE;FALSE
3;47;1;51;16;4.634.166.667;0;0.021052632;0;1;May;3;2;3;4;New_Visitor;TRUE;FALSE
4;7.668.333.333;0;0;217;4.153.276.587;7.09E-05;0.005893497;0;0;May;2;2;1;6;Returning_Visitor;TRUE;FALSE
4;3.186.666.667;0;0;32;1.205.583.333;0.006451613;0.010752688;3.760.935.484;0;May;2;2;1;2;Returning_Visitor;TRUE;FALSE
1;5.384.615.385;0;0;36;1.195.726.923;0.01372549;0.02254902;191.127.451;0;May;2;2;6;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;3;69;0;0.066666667;0;0;May;2;2;4;1;Returning_Visitor;TRUE;FALSE
5;131.2;3;27;21;893.45;0.017391304;0.020652174;7.091.478.261;0;May;3;2;3;4;Returning_Visitor;TRUE;TRUE
2;386;1;25;31;2725;0.010909091;0.017482517;0;0;May;2;6;2;5;Returning_Visitor;TRUE;FALSE
3;179.5;0;0;22;7.461.666.667;0;0.004266667;0;0;May;3;3;1;15;Returning_Visitor;TRUE;FALSE
0;0;0;0;14;4.338.333.333;0.039285714;0.092857143;0;0;May;2;4;2;4;Returning_Visitor;TRUE;FALSE
1;45.5;3;58;6;311.5;0;0.0125;0;0;May;3;2;6;2;New_Visitor;TRUE;FALSE
0;0;0;0;15;3.041.666.667;0;0.04;0;0;May;2;2;1;3;Returning_Visitor;TRUE;FALSE
0;0;0;0;7;210;0;0.057142857;0;0;May;1;1;6;4;Returning_Visitor;TRUE;FALSE
1;49;0;0;4;2210.5;0;0.013333333;0;0;May;1;1;1;3;Returning_Visitor;TRUE;FALSE
3;45;1;87;26;4.858.333.333;0.008;0.016;0;0;May;1;1;1;2;Returning_Visitor;TRUE;FALSE
8;839;0;0;72;1.248.242.262;0;0.002597403;1.336.332.468;0;May;3;2;6;3;Returning_Visitor;TRUE;FALSE
1;51;2;176;37;1.420.733.333;0;0.012612613;1.023.538.378;0;May;2;5;7;4;Returning_Visitor;TRUE;TRUE
0;0;0;0;5;108;0;0.04;0;0;May;2;2;3;2;Returning_Visitor;TRUE;FALSE
1;31;0;0;10;347;0;0.022222222;0;0;May;1;1;1;1;Returning_Visitor;TRUE;FALSE
2;2.133.333.333;0;0;3;4.533.333.333;0;0.0125;0;0;May;3;2;4;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;8;65;0.025;0.05;0;0;May;2;2;4;13;Returning_Visitor;TRUE;FALSE
1;4;0;0;36;440.6;0.011111111;0.041898148;0;1;May;3;2;3;1;Returning_Visitor;TRUE;FALSE
1;38;0;0;16;7.277.142.857;0.038888889;0.045198413;1.866.333.333;0;May;3;2;4;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;20;4.808.571.429;0.001754386;0.005789474;0;1;May;1;8;1;19;Returning_Visitor;TRUE;FALSE
5;8.616.666.667;1;13;55;1.546.503.822;0.015577078;0.019159146;9.139.760.775;0;May;2;2;1;2;Returning_Visitor;TRUE;FALSE
5;129.5;0;0;33;982;0;0.005882353;0;0;May;2;5;2;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;26;3242;0.005555556;0.031388889;0;0;May;4;1;4;6;Returning_Visitor;TRUE;FALSE
2;25.May;0;0;13;908.5;0;0.013333333;1.978.533.333;0;May;3;2;4;1;Returning_Visitor;TRUE;TRUE
5;5.066.666.667;0;0;85;3.731.079.365;0.014942529;0.039042146;0;1;May;2;2;3;6;Returning_Visitor;TRUE;FALSE
7;96;3;313;65;2.091.662.821;0.012206573;0.030146368;6.147.633.803;0;May;3;2;3;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;5;309;0.05;0.045;0;0;May;1;1;1;2;Returning_Visitor;TRUE;FALSE
8;820.8;1;29.May;59;1.609.313.889;0.010447761;0.030795428;1.244.030.746;0;May;2;4;4;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;3;313;0;0.033333333;0;0;May;2;10;5;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;4;137;0;0.075;0;0;May;4;1;3;3;Returning_Visitor;TRUE;FALSE
9;367;0;0;85;2.387.990.657;0;0.016080586;3.926.014.129;0;May;3;2;6;4;Returning_Visitor;TRUE;TRUE
0;0;0;0;19;1040.2;0;0.011111111;115.98;0;May;2;2;6;2;New_Visitor;TRUE;TRUE
0;0;0;0;6;1.801.666.667;0;0.016666667;0;0;May;1;1;7;2;Returning_Visitor;TRUE;FALSE
6;175;0;0;6;262;0;0.018181818;0;0;May;1;1;4;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;1;0;0.2;0.2;0;0;May;3;2;6;1;Returning_Visitor;TRUE;FALSE
14;3.752.785.714;0;0;156;5.432.836.783;0.010009921;0.029074729;2.992.267.778;1;May;2;2;6;1;Returning_Visitor;TRUE;FALSE
1;0;0;0;3;0;0.2;0.2;0;0;May;1;1;4;4;Returning_Visitor;TRUE;FALSE
9;139;1;109;33;7.524.592.075;0.002777778;0.006415344;0;0;May;1;1;1;15;Returning_Visitor;TRUE;FALSE
0;0;0;0;36;7.772.175.325;0.029166667;0.018068783;0;1;May;1;1;7;3;Returning_Visitor;TRUE;FALSE
1;8;0;0;35;1.295.916.667;0.004166667;0.023611111;0;0;May;2;10;6;4;Returning_Visitor;TRUE;FALSE
6;4.066.666.667;0;0;49;783.45;0;0.007692308;4.272.807.692;0;May;2;2;1;2;Returning_Visitor;TRUE;FALSE
2;0;0;0;3;52;0.1;0.111111111;0;0;May;1;2;1;6;Returning_Visitor;TRUE;FALSE
1;4;0;0;4;151;0;0.08;0;1;May;2;2;3;1;Returning_Visitor;TRUE;FALSE
0;0;0;0;6;114;0;0.033333333;0;0;May;2;2;3;1;Returning_Visitor;TRUE;FALSE
2;3.833.333.333;0;0;68;2.277.377.056;0.009758454;0.029851908;1.276.243.133;1;May;2;2;2;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;1;0;0.2;0.2;0;0;May;1;1;4;1;Returning_Visitor;TRUE;FALSE
0;0;0;0;5;200;0;0.05;0;0;May;3;2;1;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;3;18;0.033333333;0.166666667;0;1;May;3;2;1;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;2;19;0;0.1;0;0;May;1;1;6;1;Returning_Visitor;TRUE;FALSE
2;81.5;1;21;18;2.199.972.222;0.00952381;0.016825397;0;0;May;1;1;1;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;12;8.199.166.667;0.005555556;0.040833333;0;0;May;1;1;2;3;Returning_Visitor;TRUE;FALSE
1;11;0;0;104;4.877.257.071;0.003921569;0.020140056;0;0;May;2;2;1;6;Returning_Visitor;TRUE;FALSE
0;0;0;0;7;380;0.014285714;0.074285714;0;0;May;2;4;7;1;Returning_Visitor;TRUE;FALSE
0;0;3;4.823.333.333;44;2453.75;0;0.001111111;48.868;0;May;1;1;8;2;Returning_Visitor;TRUE;TRUE
0;0;0;0;3;14;0.155555556;0.155555556;0;0;May;1;1;4;4;Returning_Visitor;TRUE;FALSE
2;139;1;20;31;9.608.333.333;0.007843137;0.025;0;0;May;1;1;3;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;2;21;0;0.1;0;1;May;2;2;7;1;Returning_Visitor;TRUE;FALSE
1;69;1;4;17;319;0;0.010526316;0;0;May;2;2;9;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;8;3.763.333.333;0;0.028571429;53.988;0;May;2;2;2;4;Returning_Visitor;TRUE;TRUE
0;0;0;0;24;805;0;0.008695652;53.988;0;May;2;2;1;2;New_Visitor;TRUE;TRUE
0;0;0;0;51;1.620.183.333;0.004313725;0.02129085;0;1;May;2;2;8;3;Returning_Visitor;TRUE;FALSE
8;149.5;0;0;55;2.598.991.667;0.003278689;0.008196721;4.872.995.628;0;May;2;4;8;2;Returning_Visitor;TRUE;FALSE
5;1.173.333.333;4;82;33;8.133.888.889;0.028205128;0.050940171;0;0;May;3;2;8;4;Returning_Visitor;TRUE;FALSE
3;13;0;0;26;2058.5;0;0.039506173;8.887.111.111;1;May;2;2;1;3;Returning_Visitor;TRUE;TRUE
0;0;1;0;50;1.115.459.524;0.007843137;0.015686275;0;0;May;3;2;6;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;2;19;0;0.1;0;1;May;1;2;3;2;Returning_Visitor;TRUE;FALSE
4;214;1;0;5;259;0;0.0375;0;0;May;1;1;1;3;New_Visitor;TRUE;FALSE
5;52.5;0;0;24;1365.5;0.002777778;0.03;0;0;May;2;7;7;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;52;1.624.223.485;0.007692308;0.032692308;0;1;May;2;2;7;6;Returning_Visitor;TRUE;FALSE
0;0;0;0;5;134;0.02;0.026666667;0;0;May;1;2;2;2;Returning_Visitor;TRUE;FALSE
3;37;1;9;17;1.075.713.095;0.011111111;0.034920635;0;0;May;3;2;1;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;29;1.137.166.667;0;0.007142857;2.227.457.143;0;May;1;8;1;11;Returning_Visitor;TRUE;TRUE
0;0;0;0;8;222;0;0.028571429;5.347.457.143;0;May;1;1;1;2;New_Visitor;TRUE;TRUE
0;0;0;0;3;0;0.2;0.2;0;0;May;1;1;9;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;6;56.5;0.066666667;0.116666667;0;0;May;2;6;1;3;Returning_Visitor;TRUE;FALSE
8;2.451.666.667;2;114.5;129;3.098.912.088;0;0.001704261;9.073.052.632;0;May;2;4;1;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;19;3.371.666.667;0;0.003508772;0;1;May;1;1;9;3;Returning_Visitor;TRUE;FALSE
4;7.421.428.571;0;0;32;1.367.630.952;0.008928571;0.0203125;5.082.975;0;May;3;2;1;2;Returning_Visitor;TRUE;TRUE
0;0;0;0;2;51;0;0.05;0;0;May;3;2;1;7;Returning_Visitor;TRUE;FALSE
0;0;0;0;3;9;0.066666667;0.133333333;0;0;May;2;2;2;3;Returning_Visitor;TRUE;FALSE
1;21;0;0;20;9.735.833.333;0.00952381;0.016190476;0;0;May;2;2;3;4;Returning_Visitor;TRUE;FALSE
3;131;0;0;8;1.176.666.667;0;0.006666667;0;0;May;1;1;4;5;New_Visitor;TRUE;FALSE
0;0;0;0;32;1.324.666.667;0.056666667;0.09047619;103.976;1;May;2;2;7;1;Returning_Visitor;TRUE;FALSE
1;6;0;0;29;3.548.333.333;0;0.010344828;0;0;May;1;1;1;1;Returning_Visitor;TRUE;FALSE
0;0;2;3.066.666.667;13;3.075.714.286;0.013333333;0.052777778;0;1;May;1;1;1;2;Returning_Visitor;TRUE;FALSE
2;279.5;0;0;5;426;0;0.014285714;0;0;May;1;1;4;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;15;2.596.666.667;0;0.026666667;0;0;May;1;1;2;2;Returning_Visitor;TRUE;FALSE
5;3.216.666.667;7;460;46;1.900.896.078;0.017156863;0.031932773;0;1;May;1;1;3;1;Returning_Visitor;TRUE;FALSE
0;0;1;11;35;9.266.690.476;0.016666667;0.054930556;0;1;May;2;2;1;4;Returning_Visitor;TRUE;FALSE
2;29;0;0;2;15;0;0.066666667;0;0;May;2;2;3;6;Returning_Visitor;TRUE;FALSE
0;0;0;0;9;1.773.333.333;0.066666667;0.088888889;0;1;May;3;2;4;1;Returning_Visitor;TRUE;FALSE
2;44;2;53;8;6.676.666.667;0;0.018181818;5.662.363.636;0;May;2;2;1;4;Returning_Visitor;TRUE;TRUE
7;105.75;0;0;124;3.394.130.159;0.001587302;0.012918871;5.921.482.086;0;May;2;2;3;11;Returning_Visitor;TRUE;FALSE
2;100;1;12;44;1373.95;0;0.004545455;0;0;May;1;1;2;2;New_Visitor;TRUE;FALSE
0;0;0;0;2;70;0;0.1;0;0;May;1;1;1;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;2;0;0.2;0.2;0;0;May;3;2;1;1;Returning_Visitor;TRUE;FALSE
7;1.296.666.667;3;42;25;443.25;0.006451613;0.023297491;6.402.612.903;0;May;2;2;4;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;34;7.835.666.667;0;0.005882353;6.207.882.353;0;May;2;2;1;6;Returning_Visitor;TRUE;TRUE
4;198.5;0;0;43;2.124.833.333;0;0.015151515;48.864;0;May;2;2;3;4;Returning_Visitor;TRUE;TRUE
4;153.25;0;0;19;4.027.166.667;0;0.003030303;57.474;0;May;2;2;5;4;New_Visitor;TRUE;TRUE
0;0;0;0;1;0;0.2;0.2;0;0;May;3;2;2;19;Returning_Visitor;TRUE;FALSE
4;109.5;0;0;66;1231.2;0.006280193;0.028298931;1.045.437.681;1;May;2;2;1;4;Returning_Visitor;TRUE;FALSE
1;0;0;0;7;110.75;0;0.028571429;0;0;May;3;2;1;4;Returning_Visitor;TRUE;FALSE
6;5.233.333.333;3;37;34;5.812.261.905;0.023809524;0.030213239;0;0;May;2;2;2;1;Returning_Visitor;TRUE;FALSE
0;0;0;0;26;8.527.666.667;0.001923077;0.024166667;0;1;May;3;2;4;1;Returning_Visitor;TRUE;FALSE
4;98;1;31;32;8.981.714.286;0;0.005555556;2.332.166.667;0;May;2;2;4;2;New_Visitor;TRUE;TRUE
0;0;0;0;8;191;0;0.025;0;0;May;2;2;2;13;Returning_Visitor;TRUE;FALSE
0;0;0;0;11;547.5;0.018181818;0.024747475;0;1;May;3;3;3;1;Returning_Visitor;TRUE;FALSE
0;0;0;0;10;8.563.333.333;0.025;0.05;0;0;May;1;2;2;4;Returning_Visitor;TRUE;FALSE
2;10;1;57;99;6.266.208.586;0;0.010869841;8.926.598.571;0;May;2;2;1;1;Returning_Visitor;TRUE;FALSE
3;270;1;1778;362;1.325.929.396;0.002883379;0.008837606;0;0;May;2;2;1;19;Returning_Visitor;TRUE;FALSE
3;117;0;0;5;68;0;0.033333333;0;1;May;2;2;6;5;New_Visitor;TRUE;FALSE
2;37;0;0;23;813;0.016666667;0.05;0;0;May;2;2;7;4;Returning_Visitor;TRUE;FALSE
4;126.5;0;0;4;138.8;0;0.004761905;0;0;May;1;1;1;4;New_Visitor;TRUE;FALSE
1;9;0;0;49;1.164.416.667;0.048;0.064;0;1;May;3;2;1;4;Returning_Visitor;TRUE;FALSE
9;216.75;0;0;44;1.527.166.667;0.012765957;0.032765957;0;0;May;2;2;8;6;Returning_Visitor;TRUE;FALSE
0;0;0;0;19;9.893.333.333;0;0.011111111;25.109;0;May;3;2;1;2;New_Visitor;TRUE;TRUE
3;17;0;0;18;407.5;0;0.02;0;0;May;2;2;6;5;Returning_Visitor;TRUE;FALSE
3;59;0;0;10;269;0;0.018181818;50.388;0;May;1;1;1;5;New_Visitor;TRUE;TRUE
0;0;0;0;64;3289.5;0;0.010416667;0;0;May;2;4;7;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;1;0;0;0.1;0;0;May;2;2;3;18;Returning_Visitor;TRUE;FALSE
0;0;0;0;6;117.5;0;0.066666667;0;0;May;2;2;1;1;Returning_Visitor;TRUE;FALSE
0;0;0;0;4;19.Jun;0.075;0.108333333;0;0;May;3;2;6;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;21;947;0.01;0.02;558.486;0;May;2;2;1;5;New_Visitor;TRUE;TRUE
0;0;0;0;13;365.75;0;0.030769231;0;1;May;3;2;3;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;14;363.3;0.019047619;0.045986395;0;0;May;1;1;6;2;Returning_Visitor;TRUE;FALSE
0;0;1;104;9;2.446.666.667;0.05;0.096;0;1;May;3;2;3;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;7;56;0;0.042857143;0;1;May;2;2;3;1;Returning_Visitor;TRUE;FALSE
0;0;0;0;3;74;0;0.022222222;0;0;May;3;2;2;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;6;317.5;0;0.04;0;0;May;1;1;3;4;New_Visitor;TRUE;FALSE
0;0;0;0;21;1148.5;0;0.019047619;0;0;May;2;4;8;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;3;0;0.2;0.2;0;0;May;3;2;6;13;Returning_Visitor;TRUE;FALSE
4;1.605.833.333;1;136.75;21;1.632.733.333;0;0.004545455;1.653.909.091;0;May;2;2;4;2;New_Visitor;TRUE;FALSE
0;0;0;0;10;482.5;0;0.06;0;1;May;1;2;9;4;Returning_Visitor;TRUE;FALSE
1;21;0;0;13;190;0;0.015384615;0;0;May;2;2;1;1;Returning_Visitor;TRUE;FALSE
0;0;0;0;3;22.May;0;0.066666667;0;0;May;1;2;3;2;Returning_Visitor;TRUE;FALSE
10;293;0;0;29;1.219.516.667;0;0.015135135;8.897.594.595;0;May;2;2;3;2;Returning_Visitor;TRUE;FALSE
4;89.5;0;0;3;30;0;0.033333333;0;0;May;1;1;1;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;7;174.5;0.042857143;0.066666667;0;0;May;1;1;1;4;Returning_Visitor;TRUE;FALSE
2;59;0;0;20;4.975.388.889;0;0.015;0;0;May;1;1;3;4;Returning_Visitor;TRUE;FALSE
0;0;0;0;12;115.05;0;0.018181818;0;0;May;4;2;1;3;Returning_Visitor;TRUE;FALSE
0;0;0;0;179;5.996.025;0.010388889;0.038277778;0;0;May;2;2;8;4;Returning_Visitor;TRUE;FALSE
2;53.5;0;0;20;5.593.809.524;0;0.01;0;1;May;2;2;1;4;New_Visitor;TRUE;FALSE
